Text,Datetime,Translation,Language,Polarity,Subjectivity
trump  wenn  taliban  uswaffen  nicht zurückgeben – bombardiert sie make america great again  ,2021-08-31 22:49:48+00:00,Trump When Taliban does not return US weapons - bombarded Make America Great Again ,de,0.8,0.75
könnt ihr euch noch daran erinnern wie unter trump   die menschen  von flugzeugen  gepurzelt sind und die taliban  modernste waffen  von milliardenwert  gekriegt haben nein  ich  auch nicht,2021-08-31 21:54:38+00:00,can you remember how under Trump people are rooted by aircraft and the Taliban got state-of-the-art weapons of billions value no me either ,de,0.0,0.0
old germanic guy  wiebkewinter der  clan  hat halt den stoff  der schon trump  zu seinen geisteserg üssen befähigt hat ganz  heißer scheiss ,2021-08-31 21:42:05+00:00,Old Germanic Guy Wiebkewinter The clan has just enabled the fabric who has already enabled Trump to his spiritors of mind has very hot shit ,de,0.07500000000000001,0.6666666666666666
alexander heppe  armin laschet  cdu bild haltung  und merkel  in einem satz   die  cdu als realsatire  trump  und wahrheit  saddam  und menschlichkeit  johnson  uns stetigkeit ,2021-08-31 21:23:58+00:00,Alexander Heppe Armin Lashet CDU Image attitude and Merkel in one sentence The CDU as Realsatire Trump and Truth Saddam and Humanity Johnson us continues ,de,0.0,0.0
bild nirgendwo  in den medien  ist zu lesen oder zu sehen dass trump  gesagt hat ein bombenregen  solle auf afghanistan  niedergehen  daher können wir davon ausgehen dass dieser bericht  von bild  fakenews  falsch ist vonderleyen ,2021-08-31 20:58:23+00:00,"Picture Nowhere in the media is to be read or to see that Trump said a bombing should go down on Afghanistan Therefore, we can assume that this report from Picture Fakenews is wrong from Eleyen ",de,-0.3277777777777778,0.5944444444444444
 am ende  auch  millionen  ergeben  auf  diese art  wurden schwarzgeldzahlungen  ausgeführt und geldw äsche betrieben  und   mehrere  hochrangige politfunktion äre um trump  große figuren  der gop sind im fadenkreuz   man  kann davon ausgehen dass in den  jahren  trump ,2021-08-31 20:47:24+00:00,"In the end, millions also resulted in this kind of black money payments were carried out and moneywaes were carried out and several high-ranking polish function ÖE around Trump big figures of the GOP are in the crosshair You can assume that in the years Trump ",de,0.10833333333333334,0.3583333333333334
lustig  trump  fordert die taliban  sollen die milit ärgegenstände die sie jetzt von den usa erbeutet haben zurückgeben sonst sollte man bomben  regnen lassen dieser  mann  ist echt der br üller,2021-08-31 20:41:52+00:00,Funny Trump demands the Taliban should give the military objects which they have now rated from the USA otherwise you should rain bombs rain This man is really the Bräller ,de,0.11666666666666665,0.43333333333333335
bei  trump  würde der aufh änger ganz anders lauten „trump  in erkl ärungsnot  das hat er nun davon geschieht ihm recht  biasedmedia   taliban  an der macht  joe  biden  nimmt stellung  zum abzug  aus afghanistan   ,2021-08-31 19:45:54+00:00,"At Trump, the support would be quite different ""Trump in ERKL assault that he has happened to him quite biasedmedia Taliban at the power Joe Biden takes a position to deduct Afghanistan ",de,0.0,0.6
paul ziemiak  ihr  seid so lost trump  lässt grüßen ich  hab mein kreuz  schon gemacht zur  info  nicht bei der cdu,2021-08-31 19:44:47+00:00,Paul Ziemiak you are so Lost Trump greetings I have my cross already made for info not with the CDU ,de,0.0,0.0
bild warum  kommt bei trump  das alter  in klammern  und nicht bspw bei rotzg örenannalena  o nancy  niveaulosi ,2021-08-31 19:14:39+00:00,Picture Why comes at Trump's age in brackets and not BSPW at Rotzg UrenNancalena O Nancy Levelless ,de,0.0,0.0
